longitude,latitude,room_type
103.8533,1.28135,Entire home/apt
103.84283,1.29148,Entire home/apt
103.8741,1.31108,Private room
103.86026,1.31141,Entire home/apt
103.84232,1.32592,Private room
103.83043,1.2888700000000002,Entire home/apt
103.83648000000001,1.30616,Entire home/apt
103.85354,1.28554,Entire home/apt
103.84893000000001,1.28105,Entire home/apt
103.83556999999999,1.3067799999999998,Entire home/apt
103.85428,1.28535,Entire home/apt
103.8535,1.31171,Private room
103.86159,1.28435,Private room
103.82812,1.2959399999999999,Entire home/apt
103.84084,1.29167,Entire home/apt
103.82838000000001,1.28939,Entire home/apt
103.83433000000001,1.3035700000000001,Entire home/apt
103.82838000000001,1.29039,Entire home/apt
103.8412,1.2907,Entire home/apt
103.82766,1.29329,Entire home/apt
103.84691,1.29849,Entire home/apt
103.84213000000001,1.29026,Entire home/apt
103.85883000000001,1.3022799999999999,Private room
103.86431,1.28957,Entire home/apt
103.81721999999999,1.2651299999999999,Entire home/apt
103.84836,1.28962,Entire home/apt
103.85178,1.29643,Private room
103.95984,1.34561,Private room
103.9062,1.39103,Private room
103.78503,1.4299899999999999,Entire home/apt
103.84234000000001,1.29081,Entire home/apt
103.84629,1.28464,Entire home/apt
103.84747,1.27815,Entire home/apt
103.84635,1.28099,Private room
103.83322,1.30682,Entire home/apt
103.85233000000001,1.28039,Entire home/apt
103.85193000000001,1.2814,Entire home/apt
103.85976,1.29986,Entire home/apt
103.84640999999999,1.31964,Entire home/apt
103.85439000000001,1.30736,Entire home/apt
103.81721999999999,1.45201,Entire home/apt
103.84252,1.27558,Private room
103.84244,1.2994700000000001,Entire home/apt
103.8439,1.31889,Entire home/apt
103.84447,1.28305,Private room
103.78645,1.43115,Entire home/apt
103.89021,1.36236,Private room
103.85051,1.317,Entire home/apt
103.92260999999999,1.3204200000000001,Entire home/apt
103.836,1.29211,Entire home/apt
103.84368,1.28397,Private room
103.86075,1.31184,Entire home/apt
103.84692,1.30572,Entire home/apt
103.84515,1.27675,Entire home/apt
103.83728,1.3026,Private room
103.85047,1.3177,Entire home/apt
103.86108,1.30102,Entire home/apt
103.82652,1.28909,Entire home/apt
103.81081999999999,1.26737,Entire home/apt
103.83474,1.29749,Private room
103.83577,1.2969,Private room
103.83927,1.30259,Entire home/apt
103.8459,1.2755299999999998,Entire home/apt
103.85247,1.32439,Entire home/apt
103.84558,1.27501,Entire home/apt
103.85253,1.2866799999999998,Entire home/apt
103.85906,1.31072,Private room
103.83496,1.29856,Private room
103.83653000000001,1.29705,Entire home/apt
103.81384,1.26801,Entire home/apt
103.85649000000001,1.27777,Entire home/apt
103.81506999999999,1.26814,Entire home/apt
103.82821,1.29334,Entire home/apt
103.84161999999999,1.3287,Entire home/apt
103.83089,1.2893,Entire home/apt
103.84053,1.29196,Entire home/apt
103.85177,1.3025,Entire home/apt
103.85289,1.31326,Entire home/apt
103.83646,1.29815,Entire home/apt
103.89986,1.30793,Entire home/apt
103.8544,1.3170899999999999,Entire home/apt
103.8469,1.30735,Entire home/apt
103.81219,1.26675,Entire home/apt
103.90451,1.4164299999999999,Entire home/apt
103.88568000000001,1.31171,Entire home/apt
103.86222,1.31944,Entire home/apt
103.83388000000001,1.28578,Private room
103.81097,1.26624,Entire home/apt
103.79507,1.3320299999999998,Entire home/apt
103.8884,1.29785,Private room
103.87801999999999,1.31135,Entire home/apt
103.87671999999999,1.3103,Entire home/apt
103.87635,1.30998,Entire home/apt
103.84696,1.27522,Entire home/apt
103.88553,1.31275,Entire home/apt
103.76559,1.29922,Entire home/apt
103.76448,1.29912,Entire home/apt
103.82217,1.40564,Private room
103.86276,1.3026,Entire home/apt
103.8049,1.29724,Entire home/apt
103.84398,1.27423,Entire home/apt
103.82864000000001,1.28982,Entire home/apt
103.85353,1.3014299999999999,Entire home/apt
103.84271,1.3181100000000001,Entire home/apt
103.83474,1.29698,Private room
103.89326,1.31345,Entire home/apt
103.82821,1.28872,Entire home/apt
103.83516,1.2973700000000001,Private room
103.82842,1.2903799999999999,Entire home/apt
103.85429,1.31694,Entire home/apt
103.84505,1.27492,Entire home/apt
103.83514,1.29713,Private room
103.83515,1.29755,Private room
103.74235,1.33302,Private room
103.84536,1.2752299999999999,Entire home/apt
103.84465,1.31765,Entire home/apt
103.85213,1.3234700000000001,Private room
103.84736,1.32205,Entire home/apt
103.83766,1.30281,Entire home/apt
103.8115,1.32984,Entire home/apt
103.8429,1.28626,Entire home/apt
103.84447,1.28521,Entire home/apt
103.84698,1.3056,Entire home/apt
103.90481,1.3012,Entire home/apt
103.85215,1.2785,Entire home/apt
103.84680999999999,1.28778,Entire home/apt
103.84569,1.27836,Entire home/apt
103.84739,1.27851,Entire home/apt
103.84477,1.27519,Entire home/apt
103.86893,1.35517,Private room
103.83645,1.30342,Entire home/apt
103.83672,1.30375,Entire home/apt
103.8367,1.3038,Entire home/apt
103.83610999999999,1.3029899999999999,Entire home/apt
103.83615,1.30295,Entire home/apt
103.84472,1.29979,Entire home/apt
103.84668,1.2799,Private room
103.83972,1.29206,Entire home/apt
103.83324,1.30693,Entire home/apt
103.84405,1.27552,Entire home/apt
103.8366,1.29972,Entire home/apt
103.84278,1.32895,Entire home/apt
103.89058,1.31687,Entire home/apt
103.85723,1.29779,Entire home/apt
103.85755,1.31231,Entire home/apt
103.84576,1.29901,Entire home/apt
103.8465,1.29905,Entire home/apt
103.84645,1.29996,Entire home/apt
103.86289000000001,1.3023799999999999,Entire home/apt
103.85746999999999,1.29861,Private room
103.83383,1.3043799999999999,Entire home/apt
103.83256,1.3021,Entire home/apt
103.85643,1.29774,Private room
103.83365,1.3043799999999999,Entire home/apt
103.86125,1.30037,Entire home/apt
103.85999,1.29932,Entire home/apt
103.86068,1.29887,Entire home/apt
103.80396,1.33081,Entire home/apt
103.76657,1.30324,Entire home/apt
103.86456,1.32388,Entire home/apt
103.84931,1.27799,Entire home/apt
103.87793,1.31217,Entire home/apt
103.87928000000001,1.31102,Entire home/apt
103.87788,1.31236,Entire home/apt
103.85063000000001,1.32359,Private room
103.78483,1.28014,Entire home/apt
103.87923,1.31263,Entire home/apt
103.87753000000001,1.31035,Entire home/apt
103.80118,1.30016,Entire home/apt
103.86478000000001,1.32257,Entire home/apt
103.76725,1.30271,Entire home/apt
103.86451,1.32344,Entire home/apt
103.86474,1.32281,Entire home/apt
103.87807,1.31033,Entire home/apt
103.83957,1.30217,Entire home/apt
103.76709,1.3043799999999999,Entire home/apt
103.82621,1.31742,Entire home/apt
103.76575,1.30446,Entire home/apt
103.86565,1.3221,Entire home/apt
103.84354,1.32795,Entire home/apt
103.85239,1.32772,Entire home/apt
103.84966999999999,1.30067,Entire home/apt
103.79015,1.31443,Entire home/apt
103.81127,1.2667,Entire home/apt
103.75893,1.31279,Entire home/apt
103.759,1.3147799999999998,Entire home/apt
103.85288,1.30113,Entire home/apt
103.88325999999999,1.2999,Entire home/apt
103.78936,1.33117,Entire home/apt
103.85168,1.28105,Entire home/apt
103.78728000000001,1.33228,Entire home/apt
103.84288000000001,1.3002,Entire home/apt
103.83499,1.3037,Entire home/apt
103.84503000000001,1.27726,Entire home/apt
103.89806,1.30649,Entire home/apt
103.8382,1.42162,Shared room
103.75964,1.31473,Entire home/apt
103.85423,1.31558,Entire home/apt
103.8456,1.27691,Entire home/apt
103.78194,1.30756,Private room
103.78707,1.33253,Entire home/apt
103.84659,1.29891,Entire home/apt
103.7607,1.3103799999999999,Entire home/apt
103.84307,1.30073,Entire home/apt
103.84828,1.27722,Entire home/apt
103.84838,1.27742,Entire home/apt
103.84594,1.27549,Entire home/apt
103.7597,1.31338,Entire home/apt
103.83067,1.28373,Entire home/apt
103.84788,1.32788,Entire home/apt
103.83244,1.29235,Entire home/apt
103.75755,1.30972,Entire home/apt
103.86506,1.32241,Entire home/apt
103.83865,1.3015700000000001,Entire home/apt
103.92199000000001,1.3225,Entire home/apt
103.83613000000001,1.27599,Entire home/apt
103.89636999999999,1.30687,Entire home/apt
103.91141999999999,1.32013,Entire home/apt
103.8527,1.30618,Private room
103.82555,1.31312,Entire home/apt
103.76226,1.3234700000000001,Entire home/apt
103.84445,1.31713,Entire home/apt
103.85011,1.2779399999999999,Entire home/apt
103.84425999999999,1.3290799999999998,Entire home/apt
103.8487,1.32491,Entire home/apt
103.78765,1.3314,Entire home/apt
103.84113,1.29866,Entire home/apt
103.8334,1.30536,Entire home/apt
103.84144,1.29882,Entire home/apt
103.76165,1.3101,Entire home/apt
103.89473000000001,1.30785,Entire home/apt
103.84702,1.32654,Entire home/apt
103.88584,1.3119399999999999,Entire home/apt
103.83402,1.30379,Entire home/apt
103.86283,1.32284,Entire home/apt
103.86734,1.33025,Entire home/apt
103.88682,1.31342,Entire home/apt
103.78505,1.30274,Entire home/apt
103.84021,1.2934,Entire home/apt
103.84810999999999,1.29088,Entire home/apt
103.84395,1.28891,Entire home/apt
103.75964,1.31403,Entire home/apt
103.84441,1.28797,Entire home/apt
103.78518000000001,1.31679,Entire home/apt
103.84535,1.31841,Entire home/apt
103.82576,1.31126,Entire home/apt
103.8549,1.2786600000000001,Private room
103.78435,1.3045799999999999,Entire home/apt
103.84295999999999,1.28708,Entire home/apt
103.76285,1.30999,Private room
103.85849,1.3196299999999999,Entire home/apt
103.86055999999999,1.2992700000000001,Entire home/apt
103.83487,1.3077,Entire home/apt
103.85961999999999,1.31196,Private room
103.83519,1.30669,Entire home/apt
103.83489,1.30749,Entire home/apt
103.86125,1.31069,Private room
103.83553,1.30766,Entire home/apt
103.82571999999999,1.31056,Entire home/apt
103.89831,1.30744,Entire home/apt
103.83863000000001,1.30215,Entire home/apt
103.83733000000001,1.30161,Entire home/apt
103.80743000000001,1.27282,Entire home/apt
103.78927,1.30206,Entire home/apt
103.82648,1.30961,Entire home/apt
103.84489,1.29021,Entire home/apt
103.84911,1.30115,Entire home/apt
103.85851,1.29806,Entire home/apt
103.84727,1.30085,Entire home/apt
103.85365,1.28073,Entire home/apt
103.85535,1.27674,Entire home/apt
103.8476,1.30249,Entire home/apt
103.74242,1.33069,Entire home/apt
103.85361999999999,1.32212,Entire home/apt
103.82441,1.2499200000000001,Entire home/apt
103.91744,1.3364,Entire home/apt
103.91345,1.31857,Shared room
103.86208,1.30952,Entire home/apt
103.74198,1.33413,Entire home/apt
103.83442,1.30508,Entire home/apt
103.76017,1.3131700000000002,Entire home/apt
103.84165,1.2907,Entire home/apt
103.78635,1.30538,Private room
103.83289,1.3055700000000001,Entire home/apt
103.81994,1.28958,Entire home/apt
103.84057,1.29226,Entire home/apt
103.83906,1.30466,Entire home/apt
103.84665,1.3163799999999999,Entire home/apt
103.90094,1.29967,Entire home/apt
103.7829,1.30406,Private room
103.83722,1.29525,Entire home/apt
103.76262,1.3105799999999999,Entire home/apt
103.84385,1.32085,Entire home/apt
103.87815,1.31008,Entire home/apt
103.87671999999999,1.3119,Entire home/apt
103.76001,1.31019,Entire home/apt
103.83518000000001,1.30541,Entire home/apt
103.85459,1.297,Private room
103.87489000000001,1.31198,Private room
103.84436,1.31999,Entire home/apt
103.83091,1.3035,Entire home/apt
103.84012,1.3006,Entire home/apt
103.85224000000001,1.30328,Entire home/apt
103.83483000000001,1.30352,Entire home/apt
103.84909,1.32484,Entire home/apt
103.8264,1.31761,Entire home/apt
103.82589,1.31123,Entire home/apt
103.85339,1.30318,Entire home/apt
103.82704,1.29026,Entire home/apt
103.80767,1.29236,Entire home/apt
103.87785,1.30989,Entire home/apt
103.78402,1.3047,Private room
103.84648,1.28902,Entire home/apt
103.84131,1.28134,Entire home/apt
103.87635999999999,1.31146,Entire home/apt
103.84633000000001,1.27653,Entire home/apt
103.8776,1.3103799999999999,Entire home/apt
103.87736,1.3096,Entire home/apt
103.8277,1.28969,Entire home/apt
103.85136,1.30126,Entire home/apt
103.84931,1.28138,Entire home/apt
103.83296,1.304,Entire home/apt
103.86404,1.32179,Entire home/apt
103.78399999999999,1.3048799999999998,Entire home/apt
103.83354,1.30441,Entire home/apt
103.8443,1.31775,Entire home/apt
103.83507,1.30364,Entire home/apt
103.82563,1.30925,Entire home/apt
103.84108,1.29651,Entire home/apt
103.84625,1.27626,Entire home/apt
103.84777,1.32686,Entire home/apt
103.75728000000001,1.31617,Entire home/apt
103.82636,1.31693,Entire home/apt
103.87826,1.3099299999999998,Entire home/apt
103.87785,1.31047,Entire home/apt
103.87818,1.31188,Entire home/apt
103.87611,1.3096700000000001,Entire home/apt
103.87654,1.3104200000000001,Entire home/apt
103.87791999999999,1.31141,Entire home/apt
103.87788,1.3099100000000001,Entire home/apt
103.83345,1.30525,Entire home/apt
103.79959000000001,1.30165,Entire home/apt
103.84395,1.2830700000000002,Shared room
103.92775,1.30655,Entire home/apt
103.82732,1.31559,Entire home/apt
103.74107,1.3311600000000001,Entire home/apt
103.84744,1.27998,Entire home/apt
103.83476999999999,1.30619,Entire home/apt
103.85141999999999,1.27861,Entire home/apt
103.86125,1.3012299999999999,Entire home/apt
103.8458,1.2753,Entire home/apt
103.85155,1.35386,Entire home/apt
103.84456999999999,1.27459,Entire home/apt
103.88316999999999,1.37753,Entire home/apt
103.84533,1.27555,Entire home/apt
103.88261,1.31874,Entire home/apt
103.84361,1.27483,Entire home/apt
103.85258,1.3146,Private room
103.87994,1.3761,Entire home/apt
103.84459,1.27442,Entire home/apt
103.75644,1.31467,Entire home/apt
103.85240999999999,1.28041,Entire home/apt
103.84389,1.27345,Entire home/apt
103.8774,1.36419,Entire home/apt
103.84428,1.27548,Entire home/apt
103.82503,1.31388,Private room
103.76195,1.31148,Entire home/apt
103.84518,1.27555,Entire home/apt
103.75769,1.35195,Entire home/apt
103.88016,1.37529,Entire home/apt
103.86069,1.30034,Entire home/apt
103.88686,1.31241,Entire home/apt
103.85036,1.32629,Entire home/apt
103.8391,1.30039,Entire home/apt
103.85185,1.2994700000000001,Entire home/apt
103.83716,1.30132,Entire home/apt
103.85991,1.29954,Entire home/apt
103.83675,1.30118,Entire home/apt
103.84668,1.3033299999999999,Entire home/apt
103.80856999999999,1.3209799999999998,Entire home/apt
103.76278,1.31019,Entire home/apt
103.8337,1.27254,Entire home/apt
103.84132,1.2810700000000002,Entire home/apt
103.83795,1.30302,Entire home/apt
103.85931,1.31079,Private room
103.85963000000001,1.31254,Private room
103.83686,1.3045799999999999,Entire home/apt
103.83797,1.30325,Entire home/apt
103.83785,1.30342,Entire home/apt
103.8363,1.30387,Entire home/apt
103.8364,1.30315,Entire home/apt
103.83641999999999,1.30342,Entire home/apt
103.83796,1.30311,Entire home/apt
103.83681999999999,1.30453,Entire home/apt
103.80067,1.30085,Private room
103.8882,1.31508,Entire home/apt
103.84527,1.28164,Entire home/apt
103.85262,1.31839,Entire home/apt
103.88528000000001,1.31332,Entire home/apt
103.85382,1.31669,Entire home/apt
103.84428,1.3277,Entire home/apt
103.8778,1.31682,Private room
103.82882,1.28474,Entire home/apt
103.87808000000001,1.3105,Entire home/apt
103.85157,1.29925,Entire home/apt
103.83312,1.28455,Entire home/apt
103.8423,1.29816,Entire home/apt
103.82647,1.29505,Entire home/apt
103.8257,1.31723,Entire home/apt
103.86484,1.32071,Entire home/apt
103.84858,1.32396,Entire home/apt
103.88603,1.31215,Entire home/apt
103.87734,1.31189,Entire home/apt
103.9042,1.30529,Entire home/apt
103.84063,1.2810700000000002,Entire home/apt
103.88675,1.31298,Entire home/apt
103.86754,1.3290600000000001,Entire home/apt
103.81761999999999,1.26478,Entire home/apt
103.87775,1.31019,Entire home/apt
103.87808000000001,1.31156,Entire home/apt
103.87885,1.31174,Entire home/apt
103.88788000000001,1.3131700000000002,Entire home/apt
103.87756,1.30966,Entire home/apt
103.82595,1.31667,Entire home/apt
103.85197,1.3242,Entire home/apt
103.7641,1.2998299999999998,Entire home/apt
103.8446,1.28446,Shared room
103.90074,1.3008,Entire home/apt
103.84085,1.28073,Entire home/apt
103.84917,1.2867,Private room
103.84028,1.30237,Entire home/apt
103.86036999999999,1.3107600000000001,Entire home/apt
103.85342,1.3234299999999999,Entire home/apt
103.84808000000001,1.2770700000000001,Entire home/apt
103.84625,1.2818,Entire home/apt
103.8422,1.2828700000000002,Private room
103.91008000000001,1.3162,Entire home/apt
103.84914,1.30116,Entire home/apt
103.85200999999999,1.31239,Entire home/apt
103.83365,1.30341,Entire home/apt
103.87638000000001,1.3110899999999999,Entire home/apt
103.84581999999999,1.2826799999999998,Entire home/apt
103.84291,1.28377,Private room
103.70693,1.33915,Entire home/apt
103.89056,1.3161399999999999,Entire home/apt
103.8561,1.29853,Entire home/apt
103.86124000000001,1.31241,Entire home/apt
103.88741,1.31287,Entire home/apt
103.84248000000001,1.27462,Private room
103.85002,1.29995,Entire home/apt
103.86095,1.2989,Entire home/apt
103.81331,1.26983,Entire home/apt
103.85505,1.3154,Entire home/apt
103.85186999999999,1.32165,Entire home/apt
103.84476,1.3261100000000001,Entire home/apt
103.84196999999999,1.29475,Entire home/apt
103.85136,1.29924,Entire home/apt
103.85353,1.29885,Entire home/apt
103.84793,1.2776399999999999,Entire home/apt
