longitude,latitude,neighbourhood_group
103.74011999999999,1.33397,West Region
103.78645,1.27886,Central Region
103.8373,1.27549,Central Region
103.8323,1.35389,Central Region
103.83409,1.40572,North Region
103.81967,1.35176,North Region
103.91575999999999,1.32159,East Region
103.82596,1.29378,Central Region
103.84161999999999,1.29091,Central Region
103.81877,1.3524399999999999,North Region
103.84214,1.29273,Central Region
103.85665,1.30775,Central Region
103.79916999999999,1.3118,Central Region
103.87794,1.31149,Central Region
103.85387,1.30493,Central Region
103.85004,1.29069,Central Region
103.88874,1.29813,Central Region
103.8408,1.2925799999999998,Central Region
103.84061,1.2867899999999999,Central Region
103.83915,1.24391,Central Region
103.84936,1.27566,Central Region
103.8578,1.28346,Central Region
103.84815,1.27565,Central Region
103.85386,1.31339,Central Region
103.82985,1.30388,Central Region
103.82894,1.30061,Central Region
103.87643,1.31101,Central Region
103.85967,1.3123200000000002,Central Region
103.86098,1.31054,Central Region
103.87916,1.31172,Central Region
103.87923,1.3127,Central Region
103.87861,1.31059,Central Region
103.87899,1.3117299999999998,Central Region
103.8428,1.3003,Central Region
103.87799,1.31114,Central Region
103.84255,1.2989,Central Region
103.82883000000001,1.30186,Central Region
103.87727,1.31229,Central Region
103.85221,1.27793,Central Region
103.83171999999999,1.29031,Central Region
103.84595999999999,1.29805,Central Region
103.85448000000001,1.31575,Central Region
103.81071,1.26714,Central Region
103.84198,1.29922,Central Region
103.85322,1.31041,Central Region
103.85553,1.3090600000000001,Central Region
103.85426,1.30918,Central Region
103.85284,1.31525,Central Region
103.84557,1.29925,Central Region
103.84939,1.30328,Central Region
103.84886,1.3038100000000001,Central Region
103.85264000000001,1.31512,Central Region
103.82883000000001,1.29597,Central Region
103.88443000000001,1.31528,Central Region
103.79507,1.33341,Central Region
103.83551999999999,1.30408,Central Region
103.85287,1.31723,Central Region
103.83345,1.3035700000000001,Central Region
103.86194,1.3125799999999999,Central Region
103.84517,1.27655,Central Region
103.84668,1.3000200000000002,Central Region
103.84501999999999,1.30009,Central Region
103.86036,1.3001,Central Region
103.84411999999999,1.28888,Central Region
103.84281999999999,1.28714,Central Region
103.8555,1.3152700000000002,Central Region
103.82806,1.29342,Central Region
103.84239000000001,1.2892700000000001,Central Region
103.85361,1.31364,Central Region
103.84017,1.30049,Central Region
103.85412,1.3137299999999998,Central Region
103.8854,1.31335,Central Region
103.85505,1.27875,Central Region
103.8533,1.28135,Central Region
103.84283,1.29148,Central Region
103.8741,1.31108,Central Region
103.86026,1.31141,Central Region
103.84232,1.32592,Central Region
103.83043,1.2888700000000002,Central Region
103.83648000000001,1.30616,Central Region
103.85354,1.28554,Central Region
103.84893000000001,1.28105,Central Region
103.83556999999999,1.3067799999999998,Central Region
103.85428,1.28535,Central Region
103.8535,1.31171,Central Region
103.86159,1.28435,Central Region
103.82812,1.2959399999999999,Central Region
103.84084,1.29167,Central Region
103.82838000000001,1.28939,Central Region
103.83433000000001,1.3035700000000001,Central Region
103.82838000000001,1.29039,Central Region
103.8412,1.2907,Central Region
103.82766,1.29329,Central Region
103.84691,1.29849,Central Region
103.84213000000001,1.29026,Central Region
103.85883000000001,1.3022799999999999,Central Region
103.86431,1.28957,Central Region
103.81721999999999,1.2651299999999999,Central Region
103.84836,1.28962,Central Region
103.85178,1.29643,Central Region
103.95984,1.34561,East Region
103.9062,1.39103,North-East Region
103.78503,1.4299899999999999,North Region
103.84234000000001,1.29081,Central Region
103.84629,1.28464,Central Region
103.84747,1.27815,Central Region
103.84635,1.28099,Central Region
103.83322,1.30682,Central Region
103.85233000000001,1.28039,Central Region
103.85193000000001,1.2814,Central Region
103.85976,1.29986,Central Region
103.84640999999999,1.31964,Central Region
103.85439000000001,1.30736,Central Region
103.81721999999999,1.45201,North Region
103.84252,1.27558,Central Region
103.84244,1.2994700000000001,Central Region
103.8439,1.31889,Central Region
103.84447,1.28305,Central Region
103.78645,1.43115,North Region
103.89021,1.36236,North-East Region
103.85051,1.317,Central Region
103.92260999999999,1.3204200000000001,East Region
103.836,1.29211,Central Region
103.84368,1.28397,Central Region
103.86075,1.31184,Central Region
103.84692,1.30572,Central Region
103.84515,1.27675,Central Region
103.83728,1.3026,Central Region
103.85047,1.3177,Central Region
103.86108,1.30102,Central Region
103.82652,1.28909,Central Region
103.81081999999999,1.26737,Central Region
103.83474,1.29749,Central Region
103.83577,1.2969,Central Region
103.83927,1.30259,Central Region
103.8459,1.2755299999999998,Central Region
103.85247,1.32439,Central Region
103.84558,1.27501,Central Region
103.85253,1.2866799999999998,Central Region
103.85906,1.31072,Central Region
103.83496,1.29856,Central Region
103.83653000000001,1.29705,Central Region
103.81384,1.26801,Central Region
103.85649000000001,1.27777,Central Region
103.81506999999999,1.26814,Central Region
103.82821,1.29334,Central Region
103.84161999999999,1.3287,Central Region
103.83089,1.2893,Central Region
103.84053,1.29196,Central Region
103.85177,1.3025,Central Region
103.85289,1.31326,Central Region
103.83646,1.29815,Central Region
103.89986,1.30793,Central Region
103.8544,1.3170899999999999,Central Region
103.8469,1.30735,Central Region
103.81219,1.26675,Central Region
103.90451,1.4164299999999999,North-East Region
103.88568000000001,1.31171,Central Region
103.86222,1.31944,Central Region
103.83388000000001,1.28578,Central Region
103.81097,1.26624,Central Region
103.79507,1.3320299999999998,Central Region
103.8884,1.29785,Central Region
103.87801999999999,1.31135,Central Region
103.87671999999999,1.3103,Central Region
103.87635,1.30998,Central Region
103.84696,1.27522,Central Region
103.88553,1.31275,Central Region
103.76559,1.29922,West Region
103.76448,1.29912,West Region
103.82217,1.40564,North Region
103.86276,1.3026,Central Region
103.8049,1.29724,Central Region
103.84398,1.27423,Central Region
103.82864000000001,1.28982,Central Region
103.85353,1.3014299999999999,Central Region
103.84271,1.3181100000000001,Central Region
103.83474,1.29698,Central Region
103.89326,1.31345,Central Region
103.82821,1.28872,Central Region
103.83516,1.2973700000000001,Central Region
103.82842,1.2903799999999999,Central Region
103.85429,1.31694,Central Region
103.84505,1.27492,Central Region
103.83514,1.29713,Central Region
103.83515,1.29755,Central Region
103.74235,1.33302,West Region
103.84536,1.2752299999999999,Central Region
103.84465,1.31765,Central Region
103.85213,1.3234700000000001,Central Region
103.84736,1.32205,Central Region
103.83766,1.30281,Central Region
103.8115,1.32984,Central Region
103.8429,1.28626,Central Region
103.84447,1.28521,Central Region
103.84698,1.3056,Central Region
103.90481,1.3012,Central Region
103.85215,1.2785,Central Region
103.84680999999999,1.28778,Central Region
103.84569,1.27836,Central Region
103.84739,1.27851,Central Region
103.84477,1.27519,Central Region
103.86893,1.35517,North-East Region
103.83645,1.30342,Central Region
103.83672,1.30375,Central Region
103.8367,1.3038,Central Region
103.83610999999999,1.3029899999999999,Central Region
103.83615,1.30295,Central Region
103.84472,1.29979,Central Region
103.84668,1.2799,Central Region
103.83972,1.29206,Central Region
103.83324,1.30693,Central Region
103.84405,1.27552,Central Region
103.8366,1.29972,Central Region
103.84278,1.32895,Central Region
103.89058,1.31687,Central Region
103.85723,1.29779,Central Region
103.85755,1.31231,Central Region
103.84576,1.29901,Central Region
103.8465,1.29905,Central Region
103.84645,1.29996,Central Region
103.86289000000001,1.3023799999999999,Central Region
103.85746999999999,1.29861,Central Region
103.83383,1.3043799999999999,Central Region
103.83256,1.3021,Central Region
103.85643,1.29774,Central Region
103.83365,1.3043799999999999,Central Region
103.86125,1.30037,Central Region
103.85999,1.29932,Central Region
103.86068,1.29887,Central Region
103.80396,1.33081,Central Region
103.76657,1.30324,West Region
103.86456,1.32388,Central Region
103.84931,1.27799,Central Region
103.87793,1.31217,Central Region
103.87928000000001,1.31102,Central Region
103.87788,1.31236,Central Region
103.85063000000001,1.32359,Central Region
103.78483,1.28014,Central Region
103.87923,1.31263,Central Region
103.87753000000001,1.31035,Central Region
103.80118,1.30016,Central Region
103.86478000000001,1.32257,Central Region
103.76725,1.30271,West Region
103.86451,1.32344,Central Region
103.86474,1.32281,Central Region
103.87807,1.31033,Central Region
103.83957,1.30217,Central Region
103.76709,1.3043799999999999,West Region
103.82621,1.31742,Central Region
103.76575,1.30446,West Region
103.86565,1.3221,Central Region
103.84354,1.32795,Central Region
103.85239,1.32772,Central Region
103.84966999999999,1.30067,Central Region
103.79015,1.31443,Central Region
103.81127,1.2667,Central Region
103.75893,1.31279,West Region
103.759,1.3147799999999998,West Region
103.85288,1.30113,Central Region
103.88325999999999,1.2999,Central Region
103.78936,1.33117,Central Region
103.85168,1.28105,Central Region
103.78728000000001,1.33228,Central Region
103.84288000000001,1.3002,Central Region
103.83499,1.3037,Central Region
103.84503000000001,1.27726,Central Region
103.89806,1.30649,Central Region
103.8382,1.42162,North Region
103.75964,1.31473,West Region
103.85423,1.31558,Central Region
103.8456,1.27691,Central Region
103.78194,1.30756,Central Region
103.78707,1.33253,Central Region
103.84659,1.29891,Central Region
103.7607,1.3103799999999999,West Region
103.84307,1.30073,Central Region
103.84828,1.27722,Central Region
103.84838,1.27742,Central Region
103.84594,1.27549,Central Region
103.7597,1.31338,West Region
103.83067,1.28373,Central Region
103.84788,1.32788,Central Region
103.83244,1.29235,Central Region
103.75755,1.30972,West Region
103.86506,1.32241,Central Region
103.83865,1.3015700000000001,Central Region
103.92199000000001,1.3225,East Region
103.83613000000001,1.27599,Central Region
103.89636999999999,1.30687,Central Region
103.91141999999999,1.32013,East Region
103.8527,1.30618,Central Region
103.82555,1.31312,Central Region
103.76226,1.3234700000000001,West Region
103.84445,1.31713,Central Region
103.85011,1.2779399999999999,Central Region
103.84425999999999,1.3290799999999998,Central Region
103.8487,1.32491,Central Region
103.78765,1.3314,Central Region
103.84113,1.29866,Central Region
103.8334,1.30536,Central Region
103.84144,1.29882,Central Region
103.76165,1.3101,West Region
103.89473000000001,1.30785,Central Region
103.84702,1.32654,Central Region
103.88584,1.3119399999999999,Central Region
103.83402,1.30379,Central Region
103.86283,1.32284,Central Region
103.86734,1.33025,Central Region
103.88682,1.31342,Central Region
103.78505,1.30274,Central Region
103.84021,1.2934,Central Region
103.84810999999999,1.29088,Central Region
103.84395,1.28891,Central Region
103.75964,1.31403,West Region
103.84441,1.28797,Central Region
103.78518000000001,1.31679,Central Region
103.84535,1.31841,Central Region
103.82576,1.31126,Central Region
103.8549,1.2786600000000001,Central Region
103.78435,1.3045799999999999,Central Region
103.84295999999999,1.28708,Central Region
103.76285,1.30999,West Region
103.85849,1.3196299999999999,Central Region
103.86055999999999,1.2992700000000001,Central Region
103.83487,1.3077,Central Region
103.85961999999999,1.31196,Central Region
103.83519,1.30669,Central Region
103.83489,1.30749,Central Region
103.86125,1.31069,Central Region
103.83553,1.30766,Central Region
103.82571999999999,1.31056,Central Region
103.89831,1.30744,Central Region
103.83863000000001,1.30215,Central Region
103.83733000000001,1.30161,Central Region
103.80743000000001,1.27282,Central Region
103.78927,1.30206,Central Region
103.82648,1.30961,Central Region
103.84489,1.29021,Central Region
103.84911,1.30115,Central Region
103.85851,1.29806,Central Region
103.84727,1.30085,Central Region
103.85365,1.28073,Central Region
103.85535,1.27674,Central Region
103.8476,1.30249,Central Region
103.74242,1.33069,West Region
103.85361999999999,1.32212,Central Region
103.82441,1.2499200000000001,Central Region
103.91744,1.3364,East Region
103.91345,1.31857,East Region
103.86208,1.30952,Central Region
103.74198,1.33413,West Region
103.83442,1.30508,Central Region
103.76017,1.3131700000000002,West Region
103.84165,1.2907,Central Region
103.78635,1.30538,Central Region
103.83289,1.3055700000000001,Central Region
103.81994,1.28958,Central Region
103.84057,1.29226,Central Region
103.83906,1.30466,Central Region
103.84665,1.3163799999999999,Central Region
103.90094,1.29967,Central Region
103.7829,1.30406,Central Region
103.83722,1.29525,Central Region
103.76262,1.3105799999999999,West Region
103.84385,1.32085,Central Region
103.87815,1.31008,Central Region
103.87671999999999,1.3119,Central Region
103.76001,1.31019,West Region
103.83518000000001,1.30541,Central Region
103.85459,1.297,Central Region
103.87489000000001,1.31198,Central Region
103.84436,1.31999,Central Region
103.83091,1.3035,Central Region
103.84012,1.3006,Central Region
103.85224000000001,1.30328,Central Region
103.83483000000001,1.30352,Central Region
103.84909,1.32484,Central Region
103.8264,1.31761,Central Region
103.82589,1.31123,Central Region
103.85339,1.30318,Central Region
103.82704,1.29026,Central Region
103.80767,1.29236,Central Region
103.87785,1.30989,Central Region
103.78402,1.3047,Central Region
103.84648,1.28902,Central Region
103.84131,1.28134,Central Region
103.87635999999999,1.31146,Central Region
103.84633000000001,1.27653,Central Region
103.8776,1.3103799999999999,Central Region
103.87736,1.3096,Central Region
103.8277,1.28969,Central Region
103.85136,1.30126,Central Region
103.84931,1.28138,Central Region
103.83296,1.304,Central Region
103.86404,1.32179,Central Region
103.78399999999999,1.3048799999999998,Central Region
103.83354,1.30441,Central Region
103.8443,1.31775,Central Region
103.83507,1.30364,Central Region
103.82563,1.30925,Central Region
103.84108,1.29651,Central Region
103.84625,1.27626,Central Region
103.84777,1.32686,Central Region
103.75728000000001,1.31617,West Region
103.82636,1.31693,Central Region
103.87826,1.3099299999999998,Central Region
103.87785,1.31047,Central Region
103.87818,1.31188,Central Region
103.87611,1.3096700000000001,Central Region
103.87654,1.3104200000000001,Central Region
103.87791999999999,1.31141,Central Region
103.87788,1.3099100000000001,Central Region
103.83345,1.30525,Central Region
103.79959000000001,1.30165,Central Region
103.84395,1.2830700000000002,Central Region
103.92775,1.30655,East Region
103.82732,1.31559,Central Region
103.74107,1.3311600000000001,West Region
103.84744,1.27998,Central Region
103.83476999999999,1.30619,Central Region
103.85141999999999,1.27861,Central Region
103.86125,1.3012299999999999,Central Region
103.8458,1.2753,Central Region
103.85155,1.35386,Central Region
103.84456999999999,1.27459,Central Region
103.88316999999999,1.37753,North-East Region
103.84533,1.27555,Central Region
103.88261,1.31874,Central Region
103.84361,1.27483,Central Region
103.85258,1.3146,Central Region
103.87994,1.3761,North-East Region
103.84459,1.27442,Central Region
103.75644,1.31467,West Region
103.85240999999999,1.28041,Central Region
103.84389,1.27345,Central Region
103.8774,1.36419,North-East Region
103.84428,1.27548,Central Region
103.82503,1.31388,Central Region
103.76195,1.31148,West Region
103.84518,1.27555,Central Region
103.75769,1.35195,West Region
103.88016,1.37529,North-East Region
103.86069,1.30034,Central Region
103.88686,1.31241,Central Region
103.85036,1.32629,Central Region
103.8391,1.30039,Central Region
103.85185,1.2994700000000001,Central Region
103.83716,1.30132,Central Region
103.85991,1.29954,Central Region
103.83675,1.30118,Central Region
103.84668,1.3033299999999999,Central Region
103.80856999999999,1.3209799999999998,Central Region
103.76278,1.31019,West Region
103.8337,1.27254,Central Region
103.84132,1.2810700000000002,Central Region
103.83795,1.30302,Central Region
103.85931,1.31079,Central Region
103.85963000000001,1.31254,Central Region
103.83686,1.3045799999999999,Central Region
103.83797,1.30325,Central Region
103.83785,1.30342,Central Region
103.8363,1.30387,Central Region
103.8364,1.30315,Central Region
103.83641999999999,1.30342,Central Region
103.83796,1.30311,Central Region
103.83681999999999,1.30453,Central Region
103.80067,1.30085,Central Region
103.8882,1.31508,Central Region
103.84527,1.28164,Central Region
103.85262,1.31839,Central Region
103.88528000000001,1.31332,Central Region
103.85382,1.31669,Central Region
103.84428,1.3277,Central Region
103.8778,1.31682,Central Region
103.82882,1.28474,Central Region
103.87808000000001,1.3105,Central Region
103.85157,1.29925,Central Region
103.83312,1.28455,Central Region
103.8423,1.29816,Central Region
103.82647,1.29505,Central Region
103.8257,1.31723,Central Region
103.86484,1.32071,Central Region
103.84858,1.32396,Central Region
103.88603,1.31215,Central Region
103.87734,1.31189,Central Region
103.9042,1.30529,Central Region
103.84063,1.2810700000000002,Central Region
103.88675,1.31298,Central Region
103.86754,1.3290600000000001,Central Region
103.81761999999999,1.26478,Central Region
103.87775,1.31019,Central Region
103.87808000000001,1.31156,Central Region
103.87885,1.31174,Central Region
103.88788000000001,1.3131700000000002,Central Region
103.87756,1.30966,Central Region
103.82595,1.31667,Central Region
103.85197,1.3242,Central Region
103.7641,1.2998299999999998,West Region
103.8446,1.28446,Central Region
103.90074,1.3008,Central Region
103.84085,1.28073,Central Region
103.84917,1.2867,Central Region
103.84028,1.30237,Central Region
103.86036999999999,1.3107600000000001,Central Region
103.85342,1.3234299999999999,Central Region
103.84808000000001,1.2770700000000001,Central Region
103.84625,1.2818,Central Region
103.8422,1.2828700000000002,Central Region
103.91008000000001,1.3162,East Region
103.84914,1.30116,Central Region
103.85200999999999,1.31239,Central Region
103.83365,1.30341,Central Region
103.87638000000001,1.3110899999999999,Central Region
103.84581999999999,1.2826799999999998,Central Region
103.84291,1.28377,Central Region
103.70693,1.33915,West Region
103.89056,1.3161399999999999,Central Region
103.8561,1.29853,Central Region
103.86124000000001,1.31241,Central Region
103.88741,1.31287,Central Region
103.84248000000001,1.27462,Central Region
103.85002,1.29995,Central Region
103.86095,1.2989,Central Region
103.81331,1.26983,Central Region
103.85505,1.3154,Central Region
103.85186999999999,1.32165,Central Region
103.84476,1.3261100000000001,Central Region
103.84196999999999,1.29475,Central Region
103.85136,1.29924,Central Region
103.85353,1.29885,Central Region
103.84793,1.2776399999999999,Central Region
103.81874,1.35233,North Region
103.80659,1.29027,Central Region
103.88553,1.31208,Central Region
103.84732,1.27575,Central Region
103.84975,1.29961,Central Region
103.86166999999999,1.3020100000000001,Central Region
103.86185,1.3028899999999999,Central Region
103.8464,1.27976,Central Region
103.84827,1.30611,Central Region
103.84644,1.28324,Central Region
103.84227,1.32669,Central Region
103.78628,1.3158299999999998,Central Region
103.82488000000001,1.31105,Central Region
103.85213,1.31734,Central Region
103.85305,1.31977,Central Region
103.88134000000001,1.3034700000000001,Central Region
103.94232,1.31291,East Region
103.84826,1.30595,Central Region
103.96063000000001,1.3151,East Region
103.86591999999999,1.3356,Central Region
103.71745,1.34233,West Region
103.86036,1.3026,Central Region
103.85708000000001,1.31377,Central Region
103.82268,1.25306,Central Region
103.84075,1.2750700000000001,Central Region
103.86331,1.32083,Central Region
103.78524,1.30356,Central Region
103.84644,1.30629,Central Region
103.89456,1.29688,Central Region
103.85173,1.2984,Central Region
103.84429,1.2743799999999998,Central Region
103.8852,1.3133,Central Region
103.8871,1.31131,Central Region
103.83975,1.28125,Central Region
103.8447,1.2746600000000001,Central Region
103.84276,1.2755100000000001,Central Region
103.84433,1.32734,Central Region
103.85195,1.3174299999999999,Central Region
103.85746999999999,1.30935,Central Region
103.84318,1.27529,Central Region
103.84902,1.27734,Central Region
103.76058,1.3111700000000002,West Region
103.84071999999999,1.2785600000000001,Central Region
103.83863000000001,1.28027,Central Region
103.84411,1.27407,Central Region
103.84022,1.27931,Central Region
103.8272,1.3163799999999999,Central Region
103.8593,1.28473,Central Region
103.84245,1.29891,Central Region
103.85169,1.32156,Central Region
103.8201,1.35284,North Region
103.84589,1.27556,Central Region
103.86480999999999,1.32254,Central Region
103.86454,1.3216700000000001,Central Region
103.863,1.3223799999999999,Central Region
103.85389,1.28147,Central Region
103.83626,1.29545,Central Region
103.84874,1.32456,Central Region
103.85271999999999,1.32305,Central Region
103.77431,1.3371,Central Region
103.83230999999999,1.29006,Central Region
103.86483,1.32081,Central Region
103.84501,1.2770700000000001,Central Region
103.88718,1.3119399999999999,Central Region
103.83323,1.29938,Central Region
103.86341999999999,1.3223200000000002,Central Region
103.83783000000001,1.29803,Central Region
103.8687,1.33182,Central Region
103.81942,1.35133,North Region
103.87814,1.31123,Central Region
103.86495,1.32219,Central Region
103.84876,1.30141,Central Region
103.8442,1.27534,Central Region
103.86486,1.3213700000000002,Central Region
103.84606,1.27705,Central Region
103.85292,1.31741,Central Region
103.853,1.27948,Central Region
103.85177,1.32128,Central Region
103.83584,1.29264,Central Region
103.84676999999999,1.2767899999999999,Central Region
103.87339,1.31115,Central Region
103.87055,1.2965,Central Region
103.84369000000001,1.31958,Central Region
103.83295,1.30329,Central Region
103.83256,1.28311,Central Region
103.78359,1.2833700000000001,Central Region
103.85584,1.34832,Central Region
103.84226,1.31539,Central Region
103.83896999999999,1.29669,Central Region
103.80801,1.29205,Central Region
103.83344,1.30694,Central Region
103.78408,1.30429,Central Region
103.74786999999999,1.36599,West Region
103.88208,1.3226,Central Region
103.84039,1.29969,Central Region
103.84009,1.29914,Central Region
103.82701999999999,1.3091899999999999,Central Region
103.84396,1.27519,Central Region
103.84431,1.2757,Central Region
103.83291,1.30551,Central Region
103.75747,1.4055,North Region
103.84524,1.27501,Central Region
103.78392,1.30359,Central Region
103.86548,1.32849,Central Region
103.74305,1.33718,West Region
103.84858,1.32589,Central Region
103.76313,1.31102,West Region
103.85242,1.35323,Central Region
103.85498,1.29566,Central Region
103.83784,1.29924,Central Region
103.75717,1.3149600000000001,West Region
103.88767,1.31269,Central Region
103.88903,1.3134299999999999,Central Region
103.88967,1.31332,Central Region
